wavenumbercm-1	lambda_air	lambda_vac	intens	element	ionization_state	source
17462.3683	5725.011923	5726.600096963939	2.747	Th	II	L
17461.221	5725.388111	5726.976366658437	4.161	Th	I	L
17454.1426	5727.710012	5729.298900078885	3.118	Th	I	L
17447.2196	5729.982784	5731.572267251109	2.662	Th	I	L
17428.8278	5736.029422	5737.6205185755525	3.341	Th	I	L
17419.9145	5738.964396	5740.556304108152	2.489	Th	I	L
17418.2277	5739.520188	5741.112225786324	3.599	Ar	I	L
17413.2192	5741.171037	5742.763520716491	3.089	Th	II	L
17411.2229	5741.829296	5743.421962623889	4.159	Th	I	L
17399.5696	5745.674893	5747.268599103739	2.335	Th	II	L
17390.2889	5748.741222	5750.335752041475	4.096	Th	I	L
17388.3294	5749.389072	5750.983760406563	3.811	Th	II	L
17387.127	5749.78668	5751.381467450028	3.68	Th	I	L
17377.3342	5753.026927	5754.622593377987	4.205	Th	I	L
17345.6719	5763.528456	5765.126919067344	4.184	Th	I	L
17332.8907	5767.778495	5769.378099176498	3.43	Th	I	L
17331.681	5768.181074	5769.780784679801	3.983	Th	I	L
17330.3224	5768.633272	5770.233103107187	2.146	Th	I	L
17320.9347	5771.759798	5773.36048729518	3.099	Th	I	L
17307.7181	5776.167328	5777.76916761777	2.886	Th	I	L
17304.0246	5777.400224	5779.002417738126	3.324	Th	I	L
17285.6611	5783.53795	5785.141767010577	2.501	Ar	I	L
17267.4285	5789.644814	5791.250272152567	4.203	Th	I	L
17259.1237	5792.430723	5794.036924365981	4.188	Th	I	L
17248.2902	5796.068933	5797.676108209265	3.79	Th	I	L
17244.5687	5797.319784	5798.927287755246	3.383	Th	I	L
17241.1219	5798.478775	5800.086594132834	3.368	Th	I	L
17234.1342	5800.829807	5802.438279725128	4.5	Th	I	L
17230.4161	5802.081595	5803.690370541894	3.176	Ar	I	L
17219.6754	5805.700655	5807.310397964877	2.917	Th	I	L
17210.9129	5808.656496	5810.267042836525	2.733	Th	I	L
17201.4729	5811.844256	5813.455660532419	2.571	Th	I	L
17198.1341	5812.972562	5814.58426934815	3.61	Th	I	L
17190.8914	5815.421655	5817.034013721941	3.974	Th	II	L
17181.9469	5818.449035	5820.062218909547	2.843	Th	I	L
17179.9469	5819.126399	5820.739760260843	2.673	Th	I	L
17178.5411	5819.602612	5821.216098496281	2.734	Th	I	L
17169.129	5822.792943	5824.407283561093	2.968	Th	I	L
17153.5666	5828.075657	5829.691418226692	2.437	Ar	II	L
17150.5207	5829.11075	5830.7267603834325	2.703	Th	I	L
17145.4715	5830.827386	5832.443861342629	3.326	Th	I	L
17140.9354	5832.370428	5833.987333036679	3.854	Th	I	L
17135.3713	5834.264304	5835.881712116738	3.503	Ar	I	L
17121.6215	5838.949666	5840.568312995355	3.143	Th	II	L
17118.9789	5839.850998	5841.469902156373	3.036	Th	I	L
17116.6664	5840.64	5842.259097834612	3.489	Th	I	L
17101.2082	5845.919546	5847.540058602409	3.398	Th	I	L
17081.4519	5852.680944	5854.303286712999	3.997	Th	I	L
17079.1362	5853.474514	5855.097051102619	4.038	Th	I	L
17077.2518	5854.120429	5855.7431354382215	3.93	Th	I	L
17059.2128	5860.31081	5861.935200198686	3.661	Ar	I	L
17049.2972	5863.719119	5865.3444084486955	3.925	Th	I	L
17040.3086	5866.812191	5868.438321592368	3.081	Th	I	L
17035.7725	5868.374378	5870.0009054476395	3.127	Th	I	L
17031.4864	5869.851186	5871.478134756341	3.443	Th	I	L
17027.6248	5871.182407	5872.809694514763	3.447	Th	I	L
17023.5076	5872.602399	5874.230055855233	2.865	Th	II	L
17018.4413	5874.350625	5875.978783086322	2.888	Th	II	L
17007.0757	5878.276421	5879.905620694097	2.285	Th	II	L
16994.5054	5882.624429	5884.254801554861	3.596	Ar	I	L
16990.4364	5884.033279	5885.664008018064	2.385	Th	I	L
16985.6219	5885.701097	5887.332273656699	4.187	Th	I	L
16983.2266	5886.531229	5888.162618050447	3.436	Th	I	L
16978.231	5888.263251	5889.895125116392	2.79	Th	II	L
16969.0451	5891.45079	5893.083518294144	4.128	Th	I	L
16959.6914	5894.700104	5896.333703336135	2.919	Th	I	L
16958.0191	5895.281404	5896.9151650501435	3.31	Th	I	L
16956.1708	5895.924028	5897.55795571486	3.948	Na	I	L
16954.908	5896.363174	5897.997205293004	3.03	Th	II	L
16944.9048	5899.844054	5901.479009784699	3.68	Th	I	L
16936.9887	5902.601574	5904.237274480793	3.058	Th	I	L
16929.6067	5905.175364	5906.8117630872075	2.81	Th	I	L
16928.4732	5905.570764	5907.207272537727	4.036	Th	I	L
16912.2657	5911.230285	5912.868315449893	3.21	Th	I	L
16903.2431	5914.385629	5916.024481716175	3.704	Th	II	L
16890.2212	5918.945499	5920.5855752795	3.674	Th	I	L
16871.8109	5925.404219	5927.046041038784	4.006	Th	I	L
16869.4547	5926.231866	5927.873886759363	4.17	Th	I	L
16858.9231	5929.933924	5931.576970061628	3.713	Th	I	L
16857.8503	5930.311303	5931.954443799991	2.042	Th	I	L
16851.8402	5932.426324	5934.070037051503	2.784	Th	I	L
16839.2137	5936.874664	5938.519564010284	2.793	Th	I	L
16836.9774	5937.663235	5939.308322644657	3.682	Th	I	L
16828.7516	5940.565552	5942.211423454607	2.694	Th	I	L
16817.1967	5944.647267	5946.294247720846	4.022	Th	I	L
16812.7043	5946.235714	5947.883113604751	2.737	Th	I	L
16805.4609	5948.798653	5950.446738417035	3.331	Th	I	L
16791.959	5953.58196	5955.231310414705	2.574	Th	I	L
16786.3782	5955.561293	5957.2111868657885	3.259	Th	I	L
16784.4168	5956.25726	5957.907337000831	2.939	Th	I	L
16771.676	5960.782045	5962.433331051709	2.967	Th	I	L
16761.2975	5964.472956	5966.125235829744	2.475	Ar	I	L
16752.7627	5967.511634	5969.164715739691	2.377	Th	I	L
16750.496	5968.319156	5969.97247126294	2.632	Ar	I	L
16746.5183	5969.736805	5971.390482999681	3.41	Th	I	L
16731.5835	5975.065492	5976.720613443432	4.422	Th	I	L
16701.2569	5985.915285	5987.5733065335935	2.465	Ar	II	L
16700.2779	5986.266195	5987.92430873261	3.346	Th	I	L
16697.3914	5987.301034	5988.959449078974	3.406	Ar	I	L
16692.5297	5989.044879	5990.70373377859	4.341	Th	II	L
16687.0643	5991.006437	5992.665827985094	4.226	Th	I	L
16680.1416	5993.492876	5995.152942826337	3.019	Th	I	L
16675.3369	5995.219797	5996.880338891385	2.573	Th	I	L
16671.4168	5996.629542	5998.2904392384935	3.553	Th	I	L
16664.8337	5998.998413	6000.659940578946	3.286	Ar	I	L
16658.7112	6001.203223	6002.865335704961	4.001	Th	I	L
16647.72	6005.16538	6006.828562710089	4.119	Th	I	L
16642.4369	6007.071707	6008.735415424649	4.217	Th	I	L
16633.8842	6010.160403	6011.824947055961	4.242	Th	I	L
16624.1558	6013.677581	6015.343046772938	3.146	Ar	I	L
16623.1107	6014.05566	6015.72123321058	2.311	Th	I	L
16619.3354	6015.421838	6017.087783185361	3.399	Th	II	L
16616.746	6016.359238	6018.025430490423	2.579	Th	I	L
16609.4689	6018.995197	6020.66210557762	2.728	Th	II	L
16603.8394	6021.035954	6022.703399552274	4.358	Th	I	L
16602.8054	6021.410945	6023.078485278156	2.797	Th	II	L
16597.8061	6023.224636	6024.892651324562	3.044	Th	I	L
16592.5019	6025.15012	6026.818655961703	3.47	Ar	I	L
16586.7268	6027.247932	6028.917049504908	2.38	Ar	II	L
16581.2836	6029.226527	6030.896184659673	3.006	Th	I	L
16580.1201	6029.649655	6031.319399188188	3.03	Th	I	L
16577.9344	6030.444634	6032.114592032649	4.051	Th	I	L
16571.2628	6032.872513	6034.543124860707	3.324	Th	I	L
16564.8915	6035.192945	6036.864171431487	3.508	Th	I	L
16560.5816	6036.763611	6038.43526848115	2.712	Th	I	L
16555.3236	6038.680894	6040.353086181897	3.927	Th	I	L
16544.6142	6042.589816	6044.263032739682	3.314	Th	I	L
16532.8257	6046.898423	6048.572809909923	3.079	Ar	II	L
16524.9645	6049.775078	6051.450216428605	2.469	Th	II	L
16521.6702	6050.981354	6052.6568312687905	3.569	Th	I	L
16516.9157	6052.723191	6054.3991273140655	3.624	Ar	I	L
16515.1212	6053.380881	6055.056986200016	4.067	Th	I	L
16509.0867	6055.593561	6057.270266804038	3.163	Th	I	L
16502.0388	6058.179884	6059.857282604378	2.808	Th	II	L
16481.3636	6065.779692	6067.459126986313	3.041	Th	I	L
16472.5629	6069.020461	6070.700752947193	3.69	Th	I	L
16461.4885	6073.103405	6074.784792395901	3.785	Th	II	L
16450.6458	6077.10623	6078.7887123555965	3.812	Th	I	L
16448.5693	6077.873444	6079.556110694685	3.89	Th	I	L
16447.0856	6078.42172	6080.104550559402	3.728	Th	I	L
16444.9174	6079.223155	6080.906189288613	3.969	Th	I	L
16424.7166	6086.700068	6088.385111010074	2.272	Th	I	L
16423.1997	6087.262239	6088.947454009221	3.319	Th	II	L
16421.1282	6088.030147	6089.715565340998	4.435	Th	I	L
16415.526	6090.107849	6091.7938298169665	2.297	Th	II	L
16414.6125	6090.446805	6092.132848094952	2.833	Th	I	L
16413.6972	6090.786428	6092.472572236803	3.206	Ar	I	L
16392.1217	6098.803276	6100.491555037686	3.695	Ar	I	L
16391.3691	6099.083282	6100.771655492768	3.601	Th	II	L
16388.9344	6099.989363	6101.677971204766	2.607	Th	I	L
16385.7854	6101.161657	6102.850584141057	2.972	Ar	I	L
16384.2718	6101.725299	6103.414373289389	4.051	Th	I	L
16381.9371	6102.594888	6104.284211908005	4.264	Th	I	L
16373.7803	6105.635022	6107.325136150752	3.722	Ar	I	L
16354.4882	6112.837405	6114.529465984757	4.011	Th	II	L
16352.8075	6113.465684	6115.1579017853655	2.824	Ar	I	L
16345.5876	6116.166035	6117.858987216831	3.477	Th	I	L
16333.8635	6120.556142	6122.250256346271	3.416	Th	II	L
16326.3788	6123.362088	6125.056953842085	3.27	Ar	II	L
16325.122	6123.833472	6125.528495284752	3.471	Th	I	L
16323.3978	6124.48035	6126.175519658045	4.081	Th	I	L
16320.0437	6125.739064	6127.43457298463	2.819	Th	II	L
16298.5588	6133.814129	6135.511809792654	2.983	Th	I	L
16287.6372	6137.927168	6139.625948937517	3.093	Th	I	L
16269.5317	6144.757809	6146.458413428089	3.06	Th	I	L
16253.8585	6150.683097	6152.385293621203	3.378	Th	I	L
16250.3973	6151.993136	6153.6957007198835	4.522	Th	I	L
16244.9185	6154.067977	6155.771110824594	3.878	Th	I	L
16243.7375	6154.515407	6156.2186658089	3.569	Th	I	L
16241.8298	6155.238304	6156.941750491685	3.518	Ar	I	L
16236.9517	6157.087549	6158.791492863775	3.853	Th	I	L
16225.7117	6161.352783	6163.057858349597	3.853	Th	I	L
16215.7883	6165.123306	6166.829397988626	2.88	Ar	I	L
16209.2066	6167.626663	6169.333420674643	2.154	Ar	II	L
16194.8458	6173.095869	6174.8040848897745	3.711	Ar	I	L
16180.8607	6178.431309	6180.140961228349	4.19	Th	I	L
16174.9085	6180.704936	6182.4151895511495	4.149	Th	I	L
16158.0984	6187.135068	6188.84707373734	2.73	Ar	II	L
16152.8534	6189.144126	6190.85665694211	3.291	Th	I	L
16140.5664	6193.855665	6195.5694442048825	3.307	Th	II	L
16136.7498	6195.32059	6197.034795693492	2.785	Th	I	L
16123.4452	6200.432855	6202.148409323833	3.47	Th	II	L
16109.3452	6205.859937	6207.576953531296	3.458	Th	I	L
16104.4419	6207.749451	6209.466966998713	2.917	Th	I	L
16102.0102	6208.686951	6210.404710835421	3.478	Th	I	L
16098.7316	6209.951376	6211.669495750833	2.406	Th	I	L
16083.2229	6215.939548	6217.65927275683	3.647	Ar	I	L
16072.6938	6220.011596	6221.732414263999	3.889	Th	I	L
16063.6316	6223.520607	6225.24236673854	2.441	Th	II	L
16056.2814	6226.369616	6228.0921409361945	4.248	Th	I	L
16034.4289	6234.855274	6236.580087988042	4.218	Th	I	L
16021.9441	6239.713735	6241.439826269272	2.842	Ar	II	L
16020.43	6240.303448	6242.029708316194	2.366	Th	I	L
16018.7613	6240.953508	6242.679950540246	3.786	Th	I	L
16013.201	6243.120579	6244.847610418429	3.894	Ar	II	L
16008.2769	6245.040985	6246.768507608711	2.966	Th	II	L
16005.372	6246.174431	6247.902266813918	3.0	Th	I	L
15999.6572	6248.405488	6250.133909119003	3.082	Ar	I	L
15994.3339	6250.485123	6252.214104396057	3.179	Th	I	L
15976.5997	6257.423258	6259.154130274666	4.212	Th	I	L
15973.5794	6258.606445	6260.33761725315	3.475	Th	II	L
15969.4695	6260.217164	6261.948776695432	2.686	Th	I	L
15967.3097	6261.063971	6262.795792080115	4.092	Th	II	L
15958.0041	6264.714995	6266.447819749589	2.756	Th	I	L
15949.1314	6268.200175	6269.933922545776	3.075	Th	I	L
15940.6236	6271.545663	6273.280300025402	3.962	Th	I	L
15934.0903	6274.117134	6275.8524721050435	4.308	Th	II	L
15928.894	6276.163901	6277.899771321223	3.571	Th	I	L
15926.1629	6277.240161	6278.976337734182	3.458	Th	II	L
15921.2852	6279.163311	6280.899986641782	3.343	Th	II	L
15919.2203	6279.977795	6281.714689255226	2.629	Th	I	L
15905.7959	6285.278073	6287.016420222015	3.379	Th	II	L
15900.7936	6287.255422	6288.994280134546	3.515	Th	I	L
15895.1509	6289.487365	6291.226842017586	3.046	Th	II	L
15890.8456	6291.191394	6292.931321414387	3.858	Th	I	L
15886.5533	6292.891193	6294.631573734751	3.652	Th	I	L
15885.6666	6293.242453	6294.982925047665	3.886	Th	I	L
15876.5065	6296.873431	6298.614874752201	3.731	Ar	I	L
15871.3932	6298.902103	6300.644104765799	2.959	Th	I	L
15866.3193	6300.916443	6302.658991616286	3.759	Th	I	L
15865.0703	6301.4125	6303.155177320582	3.088	Th	I	L
15860.4432	6303.250903	6304.994049598816	3.716	Th	I	L
15857.9485	6304.242481	6305.985922453967	3.087	Th	II	L
15849.3632	6307.657424	6309.401755649085	3.75	Ar	I	L
15845.5884	6309.160048	6310.904806791523	2.988	Ar	I	L
15841.4454	6310.810115	6312.5552924608755	3.825	Th	I	L
15836.8918	6312.624675	6314.37034885848	3.013	Th	I	L
15828.9929	6315.774781	6317.521312426642	3.933	Th	I	L
15825.4634	6317.183397	6318.930288006605	3.362	Th	I	L
15813.8566	6321.820008	6323.568154778892	3.276	Th	I	L
15802.4917	6326.366601	6328.115964142541	4.171	Th	I	L
15789.8935	6331.414229	6333.1649450327195	3.443	Th	I	L
15779.947	6335.405108	6337.156899196176	2.515	Th	III	L
15779.2074	6335.702065	6337.453933205796	2.851	Th	I	L
15774.4313	6337.620376	6339.372754439648	3.932	Th	I	L
15770.2378	6339.305628	6341.058471546954	3.0	Th	I	L
15769.3349	6339.668592	6341.42153959835	3.831	Th	I	L
15753.3021	6346.120802	6347.875471771725	3.465	Th	I	L
15746.8096	6348.737373	6350.492737271682	4.267	Th	I	L
15729.7325	6355.629962	6357.387196508269	3.652	Th	I	L
15729.0377	6355.910728	6357.668021865063	4.087	Th	I	L
15726.2859	6357.02289	6358.780492474704	2.94	Ar	II	L
15724.6625	6357.679181	6359.436967248104	2.78	Ar	II	L
15721.072	6359.1312	6360.889384642473	2.851	Th	II	L
15713.3629	6362.251095	6364.010087236004	2.992	Th	I	L
15695.2941	6369.575508	6371.336488686759	3.69	Ar	I	L
15692.2873	6370.796002	6372.557300808531	2.503	Th	I	L
15688.1882	6372.460614	6374.222359214176	2.621	Th	I	L
15677.1914	6376.930646	6378.693571349777	4.294	Th	I	L
15670.4522	6379.673103	6381.436778193293	3.335	Th	I	L
15666.3088	6381.360396	6383.124530265865	3.024	Th	I	L
15665.3293	6381.759415	6383.523645430167	2.666	Th	I	L
15651.5069	6387.39542	6389.161161217007	4.288	Th	I	L
15648.0338	6388.813122	6390.579243252913	3.573	Th	I	L
15644.8131	6390.128335	6391.894831904384	2.872	Th	I	L
15639.3309	6392.368363	6394.135442201046	2.822	Th	I	L
15633.5555	6394.729845	6396.4975849543625	2.832	Ar	II	L
15628.1291	6396.950247	6398.718577260793	3.247	Th	I	L
15622.6164	6399.207531	6400.97647152112	3.261	Ar	II	L
15618.9796	6400.697592	6402.466906352832	3.799	Th	I	L
15604.9653	6406.445887	6408.216748806228	4.425	Th	I	L
15598.9807	6408.903751	6410.675282135582	2.999	Ar	II	L
15587.5241	6413.614241	6415.387033788131	4.102	Th	I	L
15582.8502	6415.537946	6417.311256704502	3.027	Th	I	L
15566.9105	6422.107178	6423.882246897995	3.095	Th	I	L
15564.9945	6422.897702	6424.673005827274	3.149	Ar	II	L
15560.3534	6424.813432	6426.589257285121	3.053	Th	II	L
15550.7679	6428.773744	6430.550609658318	3.082	Th	I	L
15531.6904	6436.670214	6438.449223788288	2.893	Th	I	L
15519.0799	6441.900583	6443.680981370551	3.303	Ar	II	L
15508.8834	6446.135927	6447.91745613356	2.698	Th	I	L
15507.3557	6446.770949	6448.552669750136	3.699	Th	I	L
15497.2995	6450.954302	6452.7371365572435	3.248	Th	I	L
15494.6469	6452.058673	6453.841810360971	2.857	Th	I	L
15486.9515	6455.264689	6457.048696769019	2.933	Th	I	L
15474.4625	6460.474603	6462.259997722053	3.243	Th	I	L
15457.2349	6467.675057	6469.4624004193665	3.214	Th	I	L
15448.7828	6471.213617	6473.001873001929	3.284	Th	II	L
15445.8796	6472.429914	6474.218535278495	3.142	Ar	II	L
15438.9779	6475.323342	6477.112710939239	2.338	Ar	II	L
15420.4983	6483.0833	6484.874746233071	4.172	Ar	II	L
15410.0457	6487.480759	6489.273422466229	3.325	Th	I	L
15406.7157	6488.883005	6490.676010851554	3.414	Th	I	L
15402.3141	6490.737378	6492.530885342742	4.369	Th	I	L
15396.4786	6493.197488	6494.991653481075	3.993	Th	I	L
15391.6001	6495.255569	6497.050296934365	2.925	Th	I	L
15386.3061	6497.49043	6499.285751243438	3.057	Th	I	L
15378.8102	6500.657413	6502.453616340229	2.861	Th	I	L
15377.1438	6501.361901	6503.158278327344	2.617	Ar	II	L
15375.6552	6501.991345	6503.78788410916	3.808	Th	I	L
15372.0603	6503.511916	6505.308855703617	3.247	Th	II	L
15363.8515	6506.986702	6508.784597403847	3.861	Th	I	L
15347.6744	6513.845387	6515.645132529004	2.874	Ar	I	L
15328.3853	6522.04242	6523.844360827751	3.918	Th	I	L
15292.9016	6537.175434	6538.981457907243	2.8	Th	I	L
15281.5072	6542.049823	6543.857139955409	3.063	Th	I	L
15272.9416	6545.718868	6547.5271639878465	3.284	Th	I	L
15261.6805	6550.54876	6552.358372329967	2.677	Th	II	L
15258.9857	6551.70562	6553.515545925179	3.625	Th	I	L
15242.3047	6558.875783	6560.6876366931565	4.014	Th	I	L
15229.3734	6564.444993	6566.258333386191	3.556	Th	I	L
15227.9264	6565.06877	6566.882277550278	3.271	Th	I	L
15217.3488	6569.632213	6571.4469264186155	3.305	Th	II	L
15202.3284	6576.123271	6577.939731916329	3.413	Th	I	L
15198.7853	6577.656281	6579.473163556037	3.617	Th	II	L
15194.5727	6579.479916	6581.297281232528	2.651	Th	I	L
15192.841	6580.22986	6582.047426152883	3.284	Th	I	L
15182.7279	6584.612923	6586.431678064915	3.691	Th	I	L
15180.2355	6585.694057	6587.513085683025	3.107	Th	I	L
15162.3512	6593.462049	6595.283190643942	3.765	Th	I	L
15156.2576	6596.113003	6597.9348358396865	2.947	Ar	I	L
15150.3726	6598.675206	6600.4977329732465	2.86	Ar	I	L
15148.5199	6599.482253	6601.304989538945	3.341	Th	III	L
15145.654	6600.730997	6602.554105620002	2.812	Th	I	L
15140.9941	6602.762524	6604.586154617153	3.032	Th	I	L
15139.0269	6603.620514	6605.4443697434735	3.103	Th	I	L
15136.2009	6604.85343	6606.677637319151	3.99	Ar	I	L
15134.9096	6605.416955	6607.241314477359	4.101	Th	II	L
15127.9744	6608.445136	6610.270308231088	2.521	Th	I	L
15108.2815	6617.058979	6618.886469649113	3.363	Th	II	L
15107.2382	6617.515959	6619.343567376862	3.444	Th	I	L
15105.7567	6618.164963	6619.992760773116	3.715	Th	I	L
15101.6929	6619.945897	6621.774172086362	4.239	Th	II	L
15074.0549	6632.083536	6633.915072181408	3.164	Ar	I	L
15060.118	6638.221029	6640.0542147146525	4.191	Ar	II	L
15058.5508	6638.911903	6640.74527012254	4.118	Th	I	L
15056.671	6639.740761	6641.574355978158	4.078	Ar	II	L
15041.2669	6646.540749	6648.376141773004	3.486	Th	II	L
15036.844	6648.495757	6650.331678642141	3.343	Th	II	L
15035.799	6648.957834	6650.793881987914	3.421	Th	II	L
15032.1761	6650.560296	6652.396787714588	2.639	Th	I	L
15021.0443	6655.488955	6657.326747914591	2.821	Th	I	L
15013.8521	6658.677188	6660.515857885665	4.261	Th	I	L
15009.3466	6660.675984	6662.515209023156	3.755	Ar	I	L
15002.5434	6663.696428	6665.536458304797	3.493	Th	I	L
15001.7455	6664.050878	6665.890979153059	3.809	Ar	I	L
14996.5522	6666.358628	6668.199374520232	4.231	Ar	II	L
14980.3248	6673.579996	6675.422685094251	3.442	Th	I	L
14977.818	6674.696969	6676.539933920949	4.531	Th	I	L
14968.8253	6678.706868	6680.550944769193	4.154	Th	I	L
14965.7448	6680.081626	6681.926047542919	3.014	Th	I	L
14958.3876	6683.367225	6685.212515819552	4.102	Th	I	L
14956.3153	6684.293258	6686.138797836122	4.377	Ar	II	L
14937.4699	6692.726335	6694.57415944316	3.578	Th	II	L
14934.6141	6694.006106	6695.854297299854	3.27	Th	I	L
14933.5206	6694.496307	6696.344598071536	3.211	Th	I	L
14926.3497	6697.712496	6699.561648351304	4.096	Th	I	L
14923.7609	6698.874332	6700.723810175758	3.819	Ar	I	L
14901.5912	6708.840571	6710.692748033512	2.507	Th	I	L
14896.2369	6711.252013	6713.104837907083	3.897	Th	I	L
14890.2071	6713.969781	6715.823314505814	4.218	Th	I	L
14887.5055	6715.188149	6717.0420188929575	3.087	Th	II	L
14882.6371	6717.384832	6719.239293955505	3.334	Th	I	L
14870.4499	6722.890153	6724.746101999241	2.834	Ar	I	L
14862.888	6726.310652	6728.167500152056	2.646	Th	I	L
14858.8948	6728.118304	6729.975637218994	3.704	Th	I	L
14857.4805	6728.758749	6730.616271042725	3.349	Th	I	L
14854.8876	6729.933252	6731.791090765305	3.018	Th	I	L
14851.0535	6731.670711	6733.529038865829	2.633	Th	I	L
14848.8945	6732.649499	6734.50808071941	3.353	Th	I	L
14846.4708	6733.748613	6735.60749535169	3.737	Th	I	L
14843.434	6735.126311	6736.985525047641	3.07	Th	I	L
14836.7067	6738.18018	6740.040227390894	3.707	Th	I	L
14828.4719	6741.922163	6743.783221519946	2.762	Th	I	L
14827.2042	6742.498602	6744.359803178539	2.92	Th	II	L
14826.3562	6742.884245	6744.745549820259	3.539	Th	I	L
14819.2059	6746.137701	6747.999904637265	2.382	Th	I	L
14812.2258	6749.316763	6751.179826059632	2.372	Th	I	L
14807.5952	6751.427406	6753.2910408031685	3.071	Th	I	L
14802.7014	6753.659461	6755.523691101409	3.652	Th	I	L
14795.1442	6757.109172	6758.974339702617	3.45	Th	I	L
14792.7496	6758.203031	6760.068459483692	3.447	Th	I	L
14774.3664	6766.612079	6768.479763707498	4.089	Ar	I	L
14748.862	6778.313276	6780.184125392183	4.507	Th	I	L
14746.6637	6779.323731	6781.194854263884	2.894	Th	I	L
14744.9199	6780.125504	6781.996828616207	4.472	Th	I	L
14728.3866	6787.736551	6789.609935958634	3.833	Th	I	L
14725.9922	6788.84024	6790.713905172379	4.181	Th	I	L
14720.7997	6791.234859	6793.109208598226	4.19	Th	I	L
14710.9159	6795.797722	6797.673284231066	2.688	Th	I	L
14705.0961	6798.487313	6800.3635827990265	3.393	Th	I	L
14700.8185	6800.465532	6802.342332163342	2.718	Th	I	L
14689.4048	6805.749528	6807.627767191765	2.681	Th	I	L
14686.0202	6807.318004	6809.196680799881	2.907	Th	I	L
14683.4026	6808.531565	6810.410551570656	3.404	Ar	II	L
14679.0497	6810.550549	6812.4300989320855	3.268	Th	II	L
14674.256	6812.775403	6814.655543695027	3.308	Th	II	L
14668.1492	6815.611803	6817.492693624906	2.825	Th	I	L
14651.1759	6823.507684	6825.390718297225	3.654	Th	I	L
14648.6644	6824.677603	6826.560925240393	4.336	Th	I	L
14643.1467	6827.249245	6829.13324907139	3.692	Ar	I	L
14639.3164	6829.035562	6830.920055802606	4.617	Th	I	L
14631.0528	6832.89262	6834.778150756179	2.801	Th	II	L
14624.5895	6835.9124	6837.798763514012	2.721	Th	I	L
14621.1996	6837.497319	6839.384095406234	2.601	Th	I	L
14617.3577	6839.294455	6841.181700027769	2.779	Th	I	L
14590.4981	6851.884961	6853.775608935516	3.198	Ar	I	L
14589.4988	6852.354282	6854.245054669048	2.925	Th	I	L
14585.763	6854.10935	6856.000608264374	3.798	Th	I	L
14584.9099	6854.510251	6856.401629193472	2.883	Th	II	L
14583.1968	6855.315494	6857.20705627452	3.284	Th	I	L
14582.3996	6855.69027	6857.581930480083	3.025	Th	I	L
14570.5427	6861.269179	6863.162344666819	4.293	Ar	II	L
14565.7324	6863.535106	6865.428888423076	3.646	Ar	II	L
14558.8853	6866.763067	6868.657726151603	4.022	Th	I	L
14555.3069	6868.451278	6870.34637517674	3.898	Th	I	L
14541.9645	6874.753192	6876.649987695954	4.511	Th	I	L
14531.7565	6879.582453	6881.480569812741	3.88	Ar	I	L
14524.9399	6882.811098	6884.710070297779	3.599	Th	I	L
14515.9197	6887.088119	6888.988232691863	3.839	Ar	I	L
14511.2526	6889.303144	6891.203864785594	3.977	Th	II	L
14505.0494	6892.249428	6894.150943050218	3.166	Th	I	L
14468.1044	6909.849224	6911.755488853121	3.635	Th	II	L
14457.9283	6914.712705	6916.620274012564	2.233	Th	I	P
14454.9679	6916.128859	6918.036808646251	3.202	Th	I	P
14446.7994	6920.039398	6921.94840055715	2.424	Th	I	P
14436.4322	6925.008918	6926.919242553573	3.062	Ar	I	N
14412.1994	6936.65275	6938.566226054297	2.547	Th	I	P
14410.0993	6937.663708	6939.577439275523	4.722	Ar	I	N
14399.9821	6942.538016	6944.453076785422	2.886	Th	I	P
14397.7579	6943.610523	6945.525872469351	4.236	Th	I	P
14393.8614	6945.49021	6947.406065755225	3.134	Th	I	P
14392.3629	6946.213364	6948.129413829608	2.27	Th	I	P
14381.4649	6951.477124	6953.394573872652	3.812	Ar	I	N
14378.3841	6952.966582	6954.8844504717335	2.145	Th	II	P
14374.8913	6954.65602	6956.574342930858	2.726	Th	I	P
14373.5293	6955.31503	6957.233530668073	2.252	Th	I	P
14363.3392	6960.249543	6962.169354045472	3.812	Ar	I	N
14320.4751	6981.083106	6983.008545575419	2.434	Th	I	P
14302.9125	6989.65526	6991.583008006236	4.541	Th	I	P
14297.6825	6992.212068	6994.140483956054	3.512	Ar	I	N
14296.6918	6992.696581	6994.625148175887	2.074	Th	II	P
14295.9957	6993.037071	6994.9657301589705	2.801	Th	II	P
14294.0534	6993.987303	6995.916217858819	2.083	Th	I	P
14287.0555	6997.413029	6999.34286669496	2.156	Th	I	P
14280.1361	7000.803628	7002.734378701055	3.911	Th	I	P
14275.8961	7002.882909	7004.814219683204	3.108	Th	I	P
14267.3124	7007.096109	7009.028553969281	2.292	Th	I	P
14250.5931	7015.317135	7017.251794242866	2.618	Th	I	P
14243.9935	7018.567528	7020.5030632736525	3.82	Th	I	P
14240.105	7020.484079	7022.420129626853	2.056	Th	I	P
14238.4843	7021.283193	7023.219458829617	2.688	Th	I	P
14234.7024	7023.148631	7025.085399748154	2.23	Th	I	P
14230.496	7025.224644	7027.161948536439	2.912	Ar	I	N
14227.9908	7026.461598	7028.3992592966815	2.273	Th	I	P
14224.8302	7028.02281	7029.960891905761	2.34	Th	I	P
14220.3219	7030.250958	7032.1896159045455	5.172	Ar	I	N
